Ref_Date,Geo,Level,Stats,Vector,Coordinate,Value
2005,Prince Edward Island,Doctorate,Median age at graduation years,v88836432,3.4.11
2010,Prince Edward Island,Doctorate,Median age at graduation years,v88836432,3.4.11
2000,Prince Edward Island,Doctorate,Married or living common-law percent,v88836433,3.4.12
2005,Prince Edward Island,Doctorate,Married or living common-law percent,v88836433,3.4.12
2010,Prince Edward Island,Doctorate,Married or living common-law percent,v88836433,3.4.12
2000,Prince Edward Island,Doctorate,With dependent children percent,v88836434,3.4.13
2005,Prince Edward Island,Doctorate,With dependent children percent,v88836434,3.4.13
2010,Prince Edward Island,Doctorate,With dependent children percent,v88836434,3.4.13
2000,Prince Edward Island,Doctorate,With previous postsecondary education percent,v88836435,3.4.14
2005,Prince Edward Island,Doctorate,With previous postsecondary education percent,v88836435,3.4.14
2010,Prince Edward Island,Doctorate,With previous postsecondary education percent,v88836435,3.4.14,
2000,Nova Scotia,College,Number of graduates,v88836436,4.1.1,1300
2005,Nova Scotia,College,Number of graduates,v88836436,4.1.1,1000
2010,Nova Scotia,College,Number of graduates,v88836436,4.1.1,1200
2000,Nova Scotia,College,Average debt owed at graduation dollars,v88836437,4.1.2,11000
2005,Nova Scotia,College,Average debt owed at graduation dollars,v88836437,4.1.2,12900
2010,Nova Scotia,College,Average debt owed at graduation dollars,v88836437,4.1.2,14400
2000,Nova Scotia,College,Large debt at graduation 25000 and over percent,v88836438,4.1.3,6
2005,Nova Scotia,College,Large debt at graduation 25000 and over percent,v88836438,4.1.3,10
2010,Nova Scotia,College,Large debt at graduation 25000 and over percent,v88836438,4.1.3,14
2000,Nova Scotia,College,Average debt owed at time of interview dollars,v88836439,4.1.4,8600
2005,Nova Scotia,College,Average debt owed at time of interview dollars,v88836439,4.1.4,10300
2010,Nova Scotia,College,Average debt owed at time of interview dollars,v88836439,4.1.4,9300
2000,Nova Scotia,College,Large debt at time of interview 25000 and over percent,v88836440,4.1.5,5
2005,Nova Scotia,College,Large debt at time of interview 25000 and over percent,v88836440,4.1.5,9
2010,Nova Scotia,College,Large debt at time of interview 25000 and over percent,v88836440,4.1.5,8
2000,Nova Scotia,College,Percentage of debt paid off at time of interview,v88836441,4.1.6,21
2005,Nova Scotia,College,Percentage of debt paid off at time of interview,v88836441,4.1.6,22
2010,Nova Scotia,College,Percentage of debt paid off at time of interview,v88836441,4.1.6,36
2000,Nova Scotia,College,Employed interview year percent,v88836442,4.1.7,85
2005,Nova Scotia,College,Employed interview year percent,v88836442,4.1.7,90
2010,Nova Scotia,College,Employed interview year percent,v88836442,4.1.7,87
2000,Nova Scotia,College,Without income year prior to interview percent,v88836443,4.1.8,
2005,Nova Scotia,College,Without income year prior to interview percent,v88836443,4.1.8,
2010,Nova Scotia,College,Without income year prior to interview percent,v88836443,4.1.8,
2000,Nova Scotia,College,Average income  year prior to interview dollars,v88836444,4.1.9,21200
2005,Nova Scotia,College,Average income  year prior to interview dollars,v88836444,4.1.9,26400
2010,Nova Scotia,College,Average income  year prior to interview dollars,v88836444,4.1.9,35900
2000,Nova Scotia,College,Average age at graduation years,v88836445,4.1.10,26
2005,Nova Scotia,College,Average age at graduation years,v88836445,4.1.10,25
2010,Nova Scotia,College,Average age at graduation years,v88836445,4.1.10,26
2000,Nova Scotia,College,Median age at graduation years,v88836446,4.1.11,23
2005,Nova Scotia,College,Median age at graduation years,v88836446,4.1.11,23
2010,Nova Scotia,College,Median age at graduation years,v88836446,4.1.11,24
2000,Nova Scotia,College,Married or living common-law percent,v88836447,4.1.12,31
2005,Nova Scotia,College,Married or living common-law percent,v88836447,4.1.12,34
2010,Nova Scotia,College,Married or living common-law percent,v88836447,4.1.12,41
2000,Nova Scotia,College,With dependent children percent,v88836448,4.1.13,30
2005,Nova Scotia,College,With dependent children percent,v88836448,4.1.13,28
2010,Nova Scotia,College,With dependent children percent,v88836448,4.1.13,22
2000,Nova Scotia,College,With previous postsecondary education percent,v88836449,4.1.14,39
2005,Nova Scotia,College,With previous postsecondary education percent,v88836449,4.1.14,51
2010,Nova Scotia,College,With previous postsecondary education percent,v88836449,4.1.14,51
2000,Nova Scotia,Bachelors,Number of graduates,v88836450,4.2.1,1700
2005,Nova Scotia,Bachelors,Number of graduates,v88836450,4.2.1,2200
2010,Nova Scotia,Bachelors,Number of graduates,v88836450,4.2.1,1800
2000,Nova Scotia,Bachelors,Average debt owed at graduation dollars,v88836451,4.2.2,24500
2005,Nova Scotia,Bachelors,Average debt owed at graduation dollars,v88836451,4.2.2,27200
2010,Nova Scotia,Bachelors,Average debt owed at graduation dollars,v88836451,4.2.2,30400
2000,Nova Scotia,Bachelors,Large debt at graduation 25000 and over percent,v88836452,4.2.3,48
2005,Nova Scotia,Bachelors,Large debt at graduation 25000 and over percent,v88836452,4.2.3,53
2010,Nova Scotia,Bachelors,Large debt at graduation 25000 and over percent,v88836452,4.2.3,60
2000,Nova Scotia,Bachelors,Average debt owed at time of interview dollars,v88836453,4.2.4,18200
2005,Nova Scotia,Bachelors,Average debt owed at time of interview dollars,v88836453,4.2.4,18300
2010,Nova Scotia,Bachelors,Average debt owed at time of interview dollars,v88836453,4.2.4,18100
2000,Nova Scotia,Bachelors,Large debt at time of interview 25000 and over percent,v88836454,4.2.5,35
2005,Nova Scotia,Bachelors,Large debt at time of interview 25000 and over percent,v88836454,4.2.5,44
2010,Nova Scotia,Bachelors,Large debt at time of interview 25000 and over percent,v88836454,4.2.5,44
2000,Nova Scotia,Bachelors,Percentage of debt paid off at time of interview,v88836455,4.2.6,25
2005,Nova Scotia,Bachelors,Percentage of debt paid off at time of interview,v88836455,4.2.6,32
2010,Nova Scotia,Bachelors,Percentage of debt paid off at time of interview,v88836455,4.2.6,42
2000,Nova Scotia,Bachelors,Employed interview year percent,v88836456,4.2.7,91
2005,Nova Scotia,Bachelors,Employed interview year percent,v88836456,4.2.7,91
2010,Nova Scotia,Bachelors,Employed interview year percent,v88836456,4.2.7,89
2000,Nova Scotia,Bachelors,Without income year prior to interview percent,v88836457,4.2.8,
2005,Nova Scotia,Bachelors,Without income year prior to interview percent,v88836457,4.2.8,
2010,Nova Scotia,Bachelors,Without income year prior to interview percent,v88836457,4.2.8,
2000,Nova Scotia,Bachelors,Average income  year prior to interview dollars,v88836458,4.2.9,34400
2005,Nova Scotia,Bachelors,Average income  year prior to interview dollars,v88836458,4.2.9,37300
2010,Nova Scotia,Bachelors,Average income  year prior to interview dollars,v88836458,4.2.9,50400
2000,Nova Scotia,Bachelors,Average age at graduation years,v88836459,4.2.10,25
2005,Nova Scotia,Bachelors,Average age at graduation years,v88836459,4.2.10,25
2010,Nova Scotia,Bachelors,Average age at graduation years,v88836459,4.2.10,25
2000,Nova Scotia,Bachelors,Median age at graduation years,v88836460,4.2.11,24
2005,Nova Scotia,Bachelors,Median age at graduation years,v88836460,4.2.11,24
2010,Nova Scotia,Bachelors,Median age at graduation years,v88836460,4.2.11,24
2000,Nova Scotia,Bachelors,Married or living common-law percent,v88836461,4.2.12,31
2005,Nova Scotia,Bachelors,Married or living common-law percent,v88836461,4.2.12,34
2010,Nova Scotia,Bachelors,Married or living common-law percent,v88836461,4.2.12,47
2000,Nova Scotia,Bachelors,With dependent children percent,v88836462,4.2.13,12
2005,Nova Scotia,Bachelors,With dependent children percent,v88836462,4.2.13,14
2010,Nova Scotia,Bachelors,With dependent children percent,v88836462,4.2.13,20
2000,Nova Scotia,Bachelors,With previous postsecondary education percent,v88836463,4.2.14,52
2005,Nova Scotia,Bachelors,With previous postsecondary education percent,v88836463,4.2.14,50
2010,Nova Scotia,Bachelors,With previous postsecondary education percent,v88836463,4.2.14,45
2000,Nova Scotia,Masters,Number of graduates,v88836464,4.3.1,300
2005,Nova Scotia,Masters,Number of graduates,v88836464,4.3.1,400
2010,Nova Scotia,Masters,Number of graduates,v88836464,4.3.1,500
2000,Nova Scotia,Masters,Average debt owed at graduation dollars,v88836465,4.3.2,20600
2005,Nova Scotia,Masters,Average debt owed at graduation dollars,v88836465,4.3.2,26100
2010,Nova Scotia,Masters,Average debt owed at graduation dollars,v88836465,4.3.2,30000
2000,Nova Scotia,Masters,Large debt at graduation 25000 and over percent,v88836466,4.3.3,35
2005,Nova Scotia,Masters,Large debt at graduation 25000 and over percent,v88836466,4.3.3,45
2010,Nova Scotia,Masters,Large debt at graduation 25000 and over percent,v88836466,4.3.3,53
2000,Nova Scotia,Masters,Average debt owed at time of interview dollars,v88836467,4.3.4,13700
2005,Nova Scotia,Masters,Average debt owed at time of interview dollars,v88836467,4.3.4,17400
2010,Nova Scotia,Masters,Average debt owed at time of interview dollars,v88836467,4.3.4,13800
2000,Nova Scotia,Masters,Large debt at time of interview 25000 and over percent,v88836468,4.3.5,29
2005,Nova Scotia,Masters,Large debt at time of interview 25000 and over percent,v88836468,4.3.5,35
2010,Nova Scotia,Masters,Large debt at time of interview 25000 and over percent,v88836468,4.3.5,36
2000,Nova Scotia,Masters,Percentage of debt paid off at time of interview,v88836469,4.3.6,34
2005,Nova Scotia,Masters,Percentage of debt paid off at time of interview,v88836469,4.3.6,33
2010,Nova Scotia,Masters,Percentage of debt paid off at time of interview,v88836469,4.3.6,54
2000,Nova Scotia,Masters,Employed interview year percent,v88836470,4.3.7,93
2005,Nova Scotia,Masters,Employed interview year percent,v88836470,4.3.7,95
2010,Nova Scotia,Masters,Employed interview year percent,v88836470,4.3.7,95
2000,Nova Scotia,Masters,Without income year prior to interview percent,v88836471,4.3.8,
2005,Nova Scotia,Masters,Without income year prior to interview percent,v88836471,4.3.8,
2010,Nova Scotia,Masters,Without income year prior to interview percent,v88836471,4.3.8,
2000,Nova Scotia,Masters,Average income  year prior to interview dollars,v88836472,4.3.9,38300
2005,Nova Scotia,Masters,Average income  year prior to interview dollars,v88836472,4.3.9,50500
2010,Nova Scotia,Masters,Average income  year prior to interview dollars,v88836472,4.3.9,61800
2000,Nova Scotia,Masters,Average age at graduation years,v88836473,4.3.10,29
2005,Nova Scotia,Masters,Average age at graduation years,v88836473,4.3.10,30
2010,Nova Scotia,Masters,Average age at graduation years,v88836473,4.3.10,30
2000,Nova Scotia,Masters,Median age at graduation years,v88836474,4.3.11,27
2005,Nova Scotia,Masters,Median age at graduation years,v88836474,4.3.11,29
2010,Nova Scotia,Masters,Median age at graduation years,v88836474,4.3.11,28
2000,Nova Scotia,Masters,Married or living common-law percent,v88836475,4.3.12,38
2005,Nova Scotia,Masters,Married or living common-law percent,v88836475,4.3.12,63
2010,Nova Scotia,Masters,Married or living common-law percent,v88836475,4.3.12,57
2000,Nova Scotia,Masters,With dependent children percent,v88836476,4.3.13,18
2005,Nova Scotia,Masters,With dependent children percent,v88836476,4.3.13,35
2010,Nova Scotia,Masters,With dependent children percent,v88836476,4.3.13,38
2000,Nova Scotia,Masters,With previous postsecondary education percent,v88836477,4.3.14,93
2005,Nova Scotia,Masters,With previous postsecondary education percent,v88836477,4.3.14,99
2010,Nova Scotia,Masters,With previous postsecondary education percent,v88836477,4.3.14,100
2000,Nova Scotia,Doctorate,Number of graduates,v88836478,4.4.1,
2005,Nova Scotia,Doctorate,Number of graduates,v88836478,4.4.1,0
2010,Nova Scotia,Doctorate,Number of graduates,v88836478,4.4.1,0
2000,Nova Scotia,Doctorate,Average debt owed at graduation dollars,v88836479,4.4.2,23400
2005,Nova Scotia,Doctorate,Average debt owed at graduation dollars,v88836479,4.4.2,38000
2010,Nova Scotia,Doctorate,Average debt owed at graduation dollars,v88836479,4.4.2,18400
2000,Nova Scotia,Doctorate,Large debt at graduation 25000 and over percent,v88836480,4.4.3,
2005,Nova Scotia,Doctorate,Large debt at graduation 25000 and over percent,v88836480,4.4.3,50
2010,Nova Scotia,Doctorate,Large debt at graduation 25000 and over percent,v88836480,4.4.3,25
2000,Nova Scotia,Doctorate,Average debt owed at time of interview dollars,v88836481,4.4.4,
2005,Nova Scotia,Doctorate,Average debt owed at time of interview dollars,v88836481,4.4.4,27800
2010,Nova Scotia,Doctorate,Average debt owed at time of interview dollars,v88836481,4.4.4,8100
2000,Nova Scotia,Doctorate,Large debt at time of interview 25000 and over percent,v88836482,4.4.5,
2005,Nova Scotia,Doctorate,Large debt at time of interview 25000 and over percent,v88836482,4.4.5,
2010,Nova Scotia,Doctorate,Large debt at time of interview 25000 and over percent,v88836482,4.4.5,
2000,Nova Scotia,Doctorate,Percentage of debt paid off at time of interview,v88836483,4.4.6,
2005,Nova Scotia,Doctorate,Percentage of debt paid off at time of interview,v88836483,4.4.6,27
2010,Nova Scotia,Doctorate,Percentage of debt paid off at time of interview,v88836483,4.4.6,53
2000,Nova Scotia,Doctorate,Employed interview year percent,v88836484,4.4.7,100
2005,Nova Scotia,Doctorate,Employed interview year percent,v88836484,4.4.7,100
2010,Nova Scotia,Doctorate,Employed interview year percent,v88836484,4.4.7,100
2000,Nova Scotia,Doctorate,Without income year prior to interview percent,v88836485,4.4.8,
2005,Nova Scotia,Doctorate,Without income year prior to interview percent,v88836485,4.4.8,
2010,Nova Scotia,Doctorate,Without income year prior to interview percent,v88836485,4.4.8,
2000,Nova Scotia,Doctorate,Average income  year prior to interview dollars,v88836486,4.4.9,46100
2005,Nova Scotia,Doctorate,Average income  year prior to interview dollars,v88836486,4.4.9,55100
2010,Nova Scotia,Doctorate,Average income  year prior to interview dollars,v88836486,4.4.9,44500
2000,Nova Scotia,Doctorate,Average age at graduation years,v88836487,4.4.10,31
2005,Nova Scotia,Doctorate,Average age at graduation years,v88836487,4.4.10,32
2010,Nova Scotia,Doctorate,Average age at graduation years,v88836487,4.4.10,31
2000,Nova Scotia,Doctorate,Median age at graduation years,v88836488,4.4.11,
2005,Nova Scotia,Doctorate,Median age at graduation years,v88836488,4.4.11,32
2010,Nova Scotia,Doctorate,Median age at graduation years,v88836488,4.4.11,32
2000,Nova Scotia,Doctorate,Married or living common-law percent,v88836489,4.4.12,
2005,Nova Scotia,Doctorate,Married or living common-law percent,v88836489,4.4.12,83
2010,Nova Scotia,Doctorate,Married or living common-law percent,v88836489,4.4.12,84
2000,Nova Scotia,Doctorate,With dependent children percent,v88836490,4.4.13,
2005,Nova Scotia,Doctorate,With dependent children percent,v88836490,4.4.13,
2010,Nova Scotia,Doctorate,With dependent children percent,v88836490,4.4.13,67
2000,Nova Scotia,Doctorate,With previous postsecondary education percent,v88836491,4.4.14,100
2005,Nova Scotia,Doctorate,With previous postsecondary education percent,v88836491,4.4.14,100
2010,Nova Scotia,Doctorate,With previous postsecondary education percent,v88836491,4.4.14,100
2000,New Brunswick,College,Number of graduates,v88836492,5.1.1,1300
2005,New Brunswick,College,Number of graduates,v88836492,5.1.1,1300
2010,New Brunswick,College,Number of graduates,v88836492,5.1.1,500
2000,New Brunswick,College,Average debt owed at graduation dollars,v88836493,5.1.2,12300
2005,New Brunswick,College,Average debt owed at graduation dollars,v88836493,5.1.2,13200
2010,New Brunswick,College,Average debt owed at graduation dollars,v88836493,5.1.2,16000
2000,New Brunswick,College,Large debt at graduation 25000 and over percent,v88836494,5.1.3,9
2005,New Brunswick,College,Large debt at graduation 25000 and over percent,v88836494,5.1.3,12
2010,New Brunswick,College,Large debt at graduation 25000 and over percent,v88836494,5.1.3,20
2000,New Brunswick,College,Average debt owed at time of interview dollars,v88836495,5.1.4,9400
2005,New Brunswick,College,Average debt owed at time of interview dollars,v88836495,5.1.4,10600
2010,New Brunswick,College,Average debt owed at time of interview dollars,v88836495,5.1.4,10900
2000,New Brunswick,College,Large debt at time of interview 25000 and over percent,v88836496,5.1.5,7
2005,New Brunswick,College,Large debt at time of interview 25000 and over percent,v88836496,5.1.5,9
2010,New Brunswick,College,Large debt at time of interview 25000 and over percent,v88836496,5.1.5,18
2000,New Brunswick,College,Percentage of debt paid off at time of interview,v88836497,5.1.6,23
2005,New Brunswick,College,Percentage of debt paid off at time of interview,v88836497,5.1.6,21
2010,New Brunswick,College,Percentage of debt paid off at time of interview,v88836497,5.1.6,32
2000,New Brunswick,College,Employed interview year percent,v88836498,5.1.7,89
2005,New Brunswick,College,Employed interview year percent,v88836498,5.1.7,87
2010,New Brunswick,College,Employed interview year percent,v88836498,5.1.7,86
2000,New Brunswick,College,Without income year prior to interview percent,v88836499,5.1.8,
2005,New Brunswick,College,Without income year prior to interview percent,v88836499,5.1.8,
2010,New Brunswick,College,Without income year prior to interview percent,v88836499,5.1.8,
2000,New Brunswick,College,Average income  year prior to interview dollars,v88836500,5.1.9,22000
2005,New Brunswick,College,Average income  year prior to interview dollars,v88836500,5.1.9,28000
2010,New Brunswick,College,Average income  year prior to interview dollars,v88836500,5.1.9,36400
2000,New Brunswick,College,Average age at graduation years,v88836501,5.1.10,25
2005,New Brunswick,College,Average age at graduation years,v88836501,5.1.10,26
2010,New Brunswick,College,Average age at graduation years,v88836501,5.1.10,25
2000,New Brunswick,College,Median age at graduation years,v88836502,5.1.11,23
2005,New Brunswick,College,Median age at graduation years,v88836502,5.1.11,23
2010,New Brunswick,College,Median age at graduation years,v88836502,5.1.11,23
2000,New Brunswick,College,Married or living common-law percent,v88836503,5.1.12,35
2005,New Brunswick,College,Married or living common-law percent,v88836503,5.1.12,32
2010,New Brunswick,College,Married or living common-law percent,v88836503,5.1.12,43
2000,New Brunswick,College,With dependent children percent,v88836504,5.1.13,25
2005,New Brunswick,College,With dependent children percent,v88836504,5.1.13,29
2010,New Brunswick,College,With dependent children percent,v88836504,5.1.13,32
2000,New Brunswick,College,With previous postsecondary education percent,v88836505,5.1.14,33
2005,New Brunswick,College,With previous postsecondary education percent,v88836505,5.1.14,43
2010,New Brunswick,College,With previous postsecondary education percent,v88836505,5.1.14,30
2000,New Brunswick,Bachelors,Number of graduates,v88836506,5.2.1,1200
2005,New Brunswick,Bachelors,Number of graduates,v88836506,5.2.1,1400
2010,New Brunswick,Bachelors,Number of graduates,v88836506,5.2.1,1400
2000,New Brunswick,Bachelors,Average debt owed at graduation dollars,v88836507,5.2.2,21900
2005,New Brunswick,Bachelors,Average debt owed at graduation dollars,v88836507,5.2.2,28500
2010,New Brunswick,Bachelors,Average debt owed at graduation dollars,v88836507,5.2.2,35200
2000,New Brunswick,Bachelors,Large debt at graduation 25000 and over percent,v88836508,5.2.3,44
2005,New Brunswick,Bachelors,Large debt at graduation 25000 and over percent,v88836508,5.2.3,60
2010,New Brunswick,Bachelors,Large debt at graduation 25000 and over percent,v88836508,5.2.3,68
2000,New Brunswick,Bachelors,Average debt owed at time of interview dollars,v88836509,5.2.4,16800
2005,New Brunswick,Bachelors,Average debt owed at time of interview dollars,v88836509,5.2.4,23400
2010,New Brunswick,Bachelors,Average debt owed at time of interview dollars,v88836509,5.2.4,21200
2000,New Brunswick,Bachelors,Large debt at time of interview 25000 and over percent,v88836510,5.2.5,32
2005,New Brunswick,Bachelors,Large debt at time of interview 25000 and over percent,v88836510,5.2.5,53
2010,New Brunswick,Bachelors,Large debt at time of interview 25000 and over percent,v88836510,5.2.5,49
2000,New Brunswick,Bachelors,Percentage of debt paid off at time of interview,v88836511,5.2.6,21
2005,New Brunswick,Bachelors,Percentage of debt paid off at time of interview,v88836511,5.2.6,18
2010,New Brunswick,Bachelors,Percentage of debt paid off at time of interview,v88836511,5.2.6,40
2000,New Brunswick,Bachelors,Employed interview year percent,v88836512,5.2.7,86
2005,New Brunswick,Bachelors,Employed interview year percent,v88836512,5.2.7,90
2010,New Brunswick,Bachelors,Employed interview year percent,v88836512,5.2.7,92
2000,New Brunswick,Bachelors,Without income year prior to interview percent,v88836513,5.2.8,
2005,New Brunswick,Bachelors,Without income year prior to interview percent,v88836513,5.2.8,
2010,New Brunswick,Bachelors,Without income year prior to interview percent,v88836513,5.2.8,
2000,New Brunswick,Bachelors,Average income  year prior to interview dollars,v88836514,5.2.9,31400
2005,New Brunswick,Bachelors,Average income  year prior to interview dollars,v88836514,5.2.9,34800
2010,New Brunswick,Bachelors,Average income  year prior to interview dollars,v88836514,5.2.9,48400
2000,New Brunswick,Bachelors,Average age at graduation years,v88836515,5.2.10,25
2005,New Brunswick,Bachelors,Average age at graduation years,v88836515,5.2.10,25
2010,New Brunswick,Bachelors,Average age at graduation years,v88836515,5.2.10,25
2000,New Brunswick,Bachelors,Median age at graduation years,v88836516,5.2.11,23
2005,New Brunswick,Bachelors,Median age at graduation years,v88836516,5.2.11,24
2010,New Brunswick,Bachelors,Median age at graduation years,v88836516,5.2.11,24
2000,New Brunswick,Bachelors,Married or living common-law percent,v88836517,5.2.12,34
2005,New Brunswick,Bachelors,Married or living common-law percent,v88836517,5.2.12,42
2010,New Brunswick,Bachelors,Married or living common-law percent,v88836517,5.2.12,61
2000,New Brunswick,Bachelors,With dependent children percent,v88836518,5.2.13,14
2005,New Brunswick,Bachelors,With dependent children percent,v88836518,5.2.13,16
2010,New Brunswick,Bachelors,With dependent children percent,v88836518,5.2.13,32
2000,New Brunswick,Bachelors,With previous postsecondary education percent,v88836519,5.2.14,31
2005,New Brunswick,Bachelors,With previous postsecondary education percent,v88836519,5.2.14,49
2010,New Brunswick,Bachelors,With previous postsecondary education percent,v88836519,5.2.14,50
2000,New Brunswick,Masters,Number of graduates,v88836520,5.3.1,100
2005,New Brunswick,Masters,Number of graduates,v88836520,5.3.1,100
2010,New Brunswick,Masters,Number of graduates,v88836520,5.3.1,100
2000,New Brunswick,Masters,Average debt owed at graduation dollars,v88836521,5.3.2,19600
2005,New Brunswick,Masters,Average debt owed at graduation dollars,v88836521,5.3.2,24400
2010,New Brunswick,Masters,Average debt owed at graduation dollars,v88836521,5.3.2,27000
2000,New Brunswick,Masters,Large debt at graduation 25000 and over percent,v88836522,5.3.3,31
2005,New Brunswick,Masters,Large debt at graduation 25000 and over percent,v88836522,5.3.3,45
2010,New Brunswick,Masters,Large debt at graduation 25000 and over percent,v88836522,5.3.3,43
2000,New Brunswick,Masters,Average debt owed at time of interview dollars,v88836523,5.3.4,14400
2005,New Brunswick,Masters,Average debt owed at time of interview dollars,v88836523,5.3.4,17500
2010,New Brunswick,Masters,Average debt owed at time of interview dollars,v88836523,5.3.4,13900
2000,New Brunswick,Masters,Large debt at time of interview 25000 and over percent,v88836524,5.3.5,29
2005,New Brunswick,Masters,Large debt at time of interview 25000 and over percent,v88836524,5.3.5,43
2010,New Brunswick,Masters,Large debt at time of interview 25000 and over percent,v88836524,5.3.5,37
2000,New Brunswick,Masters,Percentage of debt paid off at time of interview,v88836525,5.3.6,26
2005,New Brunswick,Masters,Percentage of debt paid off at time of interview,v88836525,5.3.6,29
2010,New Brunswick,Masters,Percentage of debt paid off at time of interview,v88836525,5.3.6,48
2000,New Brunswick,Masters,Employed interview year percent,v88836526,5.3.7,95
2005,New Brunswick,Masters,Employed interview year percent,v88836526,5.3.7,91
2010,New Brunswick,Masters,Employed interview year percent,v88836526,5.3.7,89
2000,New Brunswick,Masters,Without income year prior to interview percent,v88836527,5.3.8,
2005,New Brunswick,Masters,Without income year prior to interview percent,v88836527,5.3.8,
2010,New Brunswick,Masters,Without income year prior to interview percent,v88836527,5.3.8,
2000,New Brunswick,Masters,Average income  year prior to interview dollars,v88836528,5.3.9,41400
2005,New Brunswick,Masters,Average income  year prior to interview dollars,v88836528,5.3.9,44400
2010,New Brunswick,Masters,Average income  year prior to interview dollars,v88836528,5.3.9,57200
2000,New Brunswick,Masters,Average age at graduation years,v88836529,5.3.10,29
2005,New Brunswick,Masters,Average age at graduation years,v88836529,5.3.10,30
2010,New Brunswick,Masters,Average age at graduation years,v88836529,5.3.10,29
2000,New Brunswick,Masters,Median age at graduation years,v88836530,5.3.11,27
2005,New Brunswick,Masters,Median age at graduation years,v88836530,5.3.11,29
2010,New Brunswick,Masters,Median age at graduation years,v88836530,5.3.11,28
2000,New Brunswick,Masters,Married or living common-law percent,v88836531,5.3.12,47
2005,New Brunswick,Masters,Married or living common-law percent,v88836531,5.3.12,52
2010,New Brunswick,Masters,Married or living common-law percent,v88836531,5.3.12,67
2000,New Brunswick,Masters,With dependent children percent,v88836532,5.3.13,24
2005,New Brunswick,Masters,With dependent children percent,v88836532,5.3.13,25
2010,New Brunswick,Masters,With dependent children percent,v88836532,5.3.13,38
2000,New Brunswick,Masters,With previous postsecondary education percent,v88836533,5.3.14,100
2005,New Brunswick,Masters,With previous postsecondary education percent,v88836533,5.3.14,100
2010,New Brunswick,Masters,With previous postsecondary education percent,v88836533,5.3.14,100
2000,New Brunswick,Doctorate,Number of graduates,v88836534,5.4.1,
2005,New Brunswick,Doctorate,Number of graduates,v88836534,5.4.1,0
2010,New Brunswick,Doctorate,Number of graduates,v88836534,5.4.1,0
2000,New Brunswick,Doctorate,Average debt owed at graduation dollars,v88836535,5.4.2,
2005,New Brunswick,Doctorate,Average debt owed at graduation dollars,v88836535,5.4.2,45200
2010,New Brunswick,Doctorate,Average debt owed at graduation dollars,v88836535,5.4.2,48500
2000,New Brunswick,Doctorate,Large debt at graduation 25000 and over percent,v88836536,5.4.3,
2005,New Brunswick,Doctorate,Large debt at graduation 25000 and over percent,v88836536,5.4.3,67
2010,New Brunswick,Doctorate,Large debt at graduation 25000 and over percent,v88836536,5.4.3,
2000,New Brunswick,Doctorate,Average debt owed at time of interview dollars,v88836537,5.4.4,
2005,New Brunswick,Doctorate,Average debt owed at time of interview dollars,v88836537,5.4.4,35500
2010,New Brunswick,Doctorate,Average debt owed at time of interview dollars,v88836537,5.4.4,
2000,New Brunswick,Doctorate,Large debt at time of interview 25000 and over percent,v88836538,5.4.5,
2005,New Brunswick,Doctorate,Large debt at time of interview 25000 and over percent,v88836538,5.4.5,
2010,New Brunswick,Doctorate,Large debt at time of interview 25000 and over percent,v88836538,5.4.5,
2000,New Brunswick,Doctorate,Percentage of debt paid off at time of interview,v88836539,5.4.6,
2005,New Brunswick,Doctorate,Percentage of debt paid off at time of interview,v88836539,5.4.6,21
2010,New Brunswick,Doctorate,Percentage of debt paid off at time of interview,v88836539,5.4.6,
2000,New Brunswick,Doctorate,Employed interview year percent,v88836540,5.4.7,
2005,New Brunswick,Doctorate,Employed interview year percent,v88836540,5.4.7,100
2010,New Brunswick,Doctorate,Employed interview year percent,v88836540,5.4.7,100
2000,New Brunswick,Doctorate,Without income year prior to interview percent,v88836541,5.4.8,
2005,New Brunswick,Doctorate,Without income year prior to interview percent,v88836541,5.4.8,
2010,New Brunswick,Doctorate,Without income year prior to interview percent,v88836541,5.4.8,
2000,New Brunswick,Doctorate,Average income  year prior to interview dollars,v88836542,5.4.9,
2005,New Brunswick,Doctorate,Average income  year prior to interview dollars,v88836542,5.4.9,63800
2010,New Brunswick,Doctorate,Average income  year prior to interview dollars,v88836542,5.4.9,79200
2000,New Brunswick,Doctorate,Average age at graduation years,v88836543,5.4.10,
2005,New Brunswick,Doctorate,Average age at graduation years,v88836543,5.4.10,36
2010,New Brunswick,Doctorate,Average age at graduation years,v88836543,5.4.10,40
2000,New Brunswick,Doctorate,Median age at graduation years,v88836544,5.4.11,
2005,New Brunswick,Doctorate,Median age at graduation years,v88836544,5.4.11,
2010,New Brunswick,Doctorate,Median age at graduation years,v88836544,5.4.11,
2000,New Brunswick,Doctorate,Married or living common-law percent,v88836545,5.4.12,
2005,New Brunswick,Doctorate,Married or living common-law percent,v88836545,5.4.12,100
2010,New Brunswick,Doctorate,Married or living common-law percent,v88836545,5.4.12,
2000,New Brunswick,Doctorate,With dependent children percent,v88836546,5.4.13,
2005,New Brunswick,Doctorate,With dependent children percent,v88836546,5.4.13,67
2010,New Brunswick,Doctorate,With dependent children percent,v88836546,5.4.13,
2000,New Brunswick,Doctorate,With previous postsecondary education percent,v88836547,5.4.14,
2005,New Brunswick,Doctorate,With previous postsecondary education percent,v88836547,5.4.14,100
2010,New Brunswick,Doctorate,With previous postsecondary education percent,v88836547,5.4.14,100
2000,Quebec,College,Number of graduates,v88836548,6.1.1,5100
