Ref_Date,GEO,LEVEL,STATS,Vector,Coordinate,Value
2010,Newfoundland and Labrador,Doctorate,Percentage of debt paid off at time of interview,v88836371,2.4.6,100.00
2000,Newfoundland and Labrador,Doctorate,Employed (interview year) (percent),v88836372,2.4.7,x
2005,Newfoundland and Labrador,Doctorate,Employed (interview year) (percent),v88836372,2.4.7,100.00
2010,Newfoundland and Labrador,Doctorate,Employed (interview year) (percent),v88836372,2.4.7,x
2000,Newfoundland and Labrador,Doctorate,Without income (year prior to interview) (percent),v88836373,2.4.8,..
2005,Newfoundland and Labrador,Doctorate,Without income (year prior to interview) (percent),v88836373,2.4.8,..
2010,Newfoundland and Labrador,Doctorate,Without income (year prior to interview) (percent),v88836373,2.4.8,..
2000,Newfoundland and Labrador,Doctorate,Average income  (year prior to interview) (dollars),v88836374,2.4.9,x
2005,Newfoundland and Labrador,Doctorate,Average income  (year prior to interview) (dollars),v88836374,2.4.9,42400.00
2010,Newfoundland and Labrador,Doctorate,Average income  (year prior to interview) (dollars),v88836374,2.4.9,x
2000,Newfoundland and Labrador,Doctorate,Average age at graduation (years),v88836375,2.4.10,x
2005,Newfoundland and Labrador,Doctorate,Average age at graduation (years),v88836375,2.4.10,36.00
2010,Newfoundland and Labrador,Doctorate,Average age at graduation (years),v88836375,2.4.10,x
2000,Newfoundland and Labrador,Doctorate,Median age at graduation (years),v88836376,2.4.11,x
2005,Newfoundland and Labrador,Doctorate,Median age at graduation (years),v88836376,2.4.11,x
2010,Newfoundland and Labrador,Doctorate,Median age at graduation (years),v88836376,2.4.11,x
2000,Newfoundland and Labrador,Doctorate,Married or living common-law (percent),v88836377,2.4.12,x
2005,Newfoundland and Labrador,Doctorate,Married or living common-law (percent),v88836377,2.4.12,x
2010,Newfoundland and Labrador,Doctorate,Married or living common-law (percent),v88836377,2.4.12,x
2000,Newfoundland and Labrador,Doctorate,With dependent children (percent),v88836378,2.4.13,x
2005,Newfoundland and Labrador,Doctorate,With dependent children (percent),v88836378,2.4.13,x
2010,Newfoundland and Labrador,Doctorate,With dependent children (percent),v88836378,2.4.13,x
2000,Newfoundland and Labrador,Doctorate,With previous postsecondary education (percent),v88836379,2.4.14,x
2005,Newfoundland and Labrador,Doctorate,With previous postsecondary education (percent),v88836379,2.4.14,100.00
2010,Newfoundland and Labrador,Doctorate,With previous postsecondary education (percent),v88836379,2.4.14,x
2000,Prince Edward Island,College,Number of graduates,v88836380,3.1.1,400.00
2005,Prince Edward Island,College,Number of graduates,v88836380,3.1.1,300.00
2010,Prince Edward Island,College,Number of graduates,v88836380,3.1.1,300.00
2000,Prince Edward Island,College,Average debt owed at graduation (dollars),v88836381,3.1.2,12700.00
2005,Prince Edward Island,College,Average debt owed at graduation (dollars),v88836381,3.1.2,14100.00
2010,Prince Edward Island,College,Average debt owed at graduation (dollars),v88836381,3.1.2,14100.00
2000,Prince Edward Island,College,"Large debt at graduation ($25,000 and over) (percent)",v88836382,3.1.3,9.00
2005,Prince Edward Island,College,"Large debt at graduation ($25,000 and over) (percent)",v88836382,3.1.3,13.00
2010,Prince Edward Island,College,"Large debt at graduation ($25,000 and over) (percent)",v88836382,3.1.3,12.00
2000,Prince Edward Island,College,Average debt owed at time of interview (dollars),v88836383,3.1.4,10000.00
2005,Prince Edward Island,College,Average debt owed at time of interview (dollars),v88836383,3.1.4,10700.00
2010,Prince Edward Island,College,Average debt owed at time of interview (dollars),v88836383,3.1.4,8900.00
2000,Prince Edward Island,College,"Large debt at time of interview ($25,000 and over) (percent)",v88836384,3.1.5,8.00
2005,Prince Edward Island,College,"Large debt at time of interview ($25,000 and over) (percent)",v88836384,3.1.5,9.00
2010,Prince Edward Island,College,"Large debt at time of interview ($25,000 and over) (percent)",v88836384,3.1.5,F
2000,Prince Edward Island,College,Percentage of debt paid off at time of interview,v88836385,3.1.6,23.00
2005,Prince Edward Island,College,Percentage of debt paid off at time of interview,v88836385,3.1.6,25.00
2010,Prince Edward Island,College,Percentage of debt paid off at time of interview,v88836385,3.1.6,42.00
2000,Prince Edward Island,College,Employed (interview year) (percent),v88836386,3.1.7,91.00
2005,Prince Edward Island,College,Employed (interview year) (percent),v88836386,3.1.7,88.00
2010,Prince Edward Island,College,Employed (interview year) (percent),v88836386,3.1.7,92.00
2000,Prince Edward Island,College,Without income (year prior to interview) (percent),v88836387,3.1.8,..
2005,Prince Edward Island,College,Without income (year prior to interview) (percent),v88836387,3.1.8,..
2010,Prince Edward Island,College,Without income (year prior to interview) (percent),v88836387,3.1.8,..
2000,Prince Edward Island,College,Average income  (year prior to interview) (dollars),v88836388,3.1.9,24200.00
2005,Prince Edward Island,College,Average income  (year prior to interview) (dollars),v88836388,3.1.9,28000.00
2010,Prince Edward Island,College,Average income  (year prior to interview) (dollars),v88836388,3.1.9,36800.00
2000,Prince Edward Island,College,Average age at graduation (years),v88836389,3.1.10,25.00
2005,Prince Edward Island,College,Average age at graduation (years),v88836389,3.1.10,25.00
2010,Prince Edward Island,College,Average age at graduation (years),v88836389,3.1.10,23.00
2000,Prince Edward Island,College,Median age at graduation (years),v88836390,3.1.11,23.00
2005,Prince Edward Island,College,Median age at graduation (years),v88836390,3.1.11,23.00
2010,Prince Edward Island,College,Median age at graduation (years),v88836390,3.1.11,21.00
2000,Prince Edward Island,College,Married or living common-law (percent),v88836391,3.1.12,30.00
2005,Prince Edward Island,College,Married or living common-law (percent),v88836391,3.1.12,32.00
2010,Prince Edward Island,College,Married or living common-law (percent),v88836391,3.1.12,29.00
2000,Prince Edward Island,College,With dependent children (percent),v88836392,3.1.13,24.00
2005,Prince Edward Island,College,With dependent children (percent),v88836392,3.1.13,25.00
2010,Prince Edward Island,College,With dependent children (percent),v88836392,3.1.13,16.00
2000,Prince Edward Island,College,With previous postsecondary education (percent),v88836393,3.1.14,45.00
2005,Prince Edward Island,College,With previous postsecondary education (percent),v88836393,3.1.14,50.00
2010,Prince Edward Island,College,With previous postsecondary education (percent),v88836393,3.1.14,38.00
2000,Prince Edward Island,Bachelor's,Number of graduates,v88836394,3.2.1,100.00
2005,Prince Edward Island,Bachelor's,Number of graduates,v88836394,3.2.1,200.00
2010,Prince Edward Island,Bachelor's,Number of graduates,v88836394,3.2.1,200.00
2000,Prince Edward Island,Bachelor's,Average debt owed at graduation (dollars),v88836395,3.2.2,19800.00
2005,Prince Edward Island,Bachelor's,Average debt owed at graduation (dollars),v88836395,3.2.2,25800.00
2010,Prince Edward Island,Bachelor's,Average debt owed at graduation (dollars),v88836395,3.2.2,27000.00
2000,Prince Edward Island,Bachelor's,"Large debt at graduation ($25,000 and over) (percent)",v88836396,3.2.3,33.00
2005,Prince Edward Island,Bachelor's,"Large debt at graduation ($25,000 and over) (percent)",v88836396,3.2.3,52.00
2010,Prince Edward Island,Bachelor's,"Large debt at graduation ($25,000 and over) (percent)",v88836396,3.2.3,52.00
2000,Prince Edward Island,Bachelor's,Average debt owed at time of interview (dollars),v88836397,3.2.4,13700.00
2005,Prince Edward Island,Bachelor's,Average debt owed at time of interview (dollars),v88836397,3.2.4,19600.00
2010,Prince Edward Island,Bachelor's,Average debt owed at time of interview (dollars),v88836397,3.2.4,16600.00
2000,Prince Edward Island,Bachelor's,"Large debt at time of interview ($25,000 and over) (percent)",v88836398,3.2.5,27.00
2005,Prince Edward Island,Bachelor's,"Large debt at time of interview ($25,000 and over) (percent)",v88836398,3.2.5,36.00
2010,Prince Edward Island,Bachelor's,"Large debt at time of interview ($25,000 and over) (percent)",v88836398,3.2.5,33.00
2000,Prince Edward Island,Bachelor's,Percentage of debt paid off at time of interview,v88836399,3.2.6,30.00
2005,Prince Edward Island,Bachelor's,Percentage of debt paid off at time of interview,v88836399,3.2.6,23.00
2010,Prince Edward Island,Bachelor's,Percentage of debt paid off at time of interview,v88836399,3.2.6,40.00
2000,Prince Edward Island,Bachelor's,Employed (interview year) (percent),v88836400,3.2.7,91.00
2005,Prince Edward Island,Bachelor's,Employed (interview year) (percent),v88836400,3.2.7,88.00
2010,Prince Edward Island,Bachelor's,Employed (interview year) (percent),v88836400,3.2.7,96.00
2000,Prince Edward Island,Bachelor's,Without income (year prior to interview) (percent),v88836401,3.2.8,..
2005,Prince Edward Island,Bachelor's,Without income (year prior to interview) (percent),v88836401,3.2.8,..
2010,Prince Edward Island,Bachelor's,Without income (year prior to interview) (percent),v88836401,3.2.8,..
2000,Prince Edward Island,Bachelor's,Average income  (year prior to interview) (dollars),v88836402,3.2.9,30100.00
2005,Prince Edward Island,Bachelor's,Average income  (year prior to interview) (dollars),v88836402,3.2.9,35100.00
2010,Prince Edward Island,Bachelor's,Average income  (year prior to interview) (dollars),v88836402,3.2.9,47800.00
2000,Prince Edward Island,Bachelor's,Average age at graduation (years),v88836403,3.2.10,25.00
2005,Prince Edward Island,Bachelor's,Average age at graduation (years),v88836403,3.2.10,25.00
2010,Prince Edward Island,Bachelor's,Average age at graduation (years),v88836403,3.2.10,26.00
2000,Prince Edward Island,Bachelor's,Median age at graduation (years),v88836404,3.2.11,24.00
2005,Prince Edward Island,Bachelor's,Median age at graduation (years),v88836404,3.2.11,24.00
2010,Prince Edward Island,Bachelor's,Median age at graduation (years),v88836404,3.2.11,25.00
2000,Prince Edward Island,Bachelor's,Married or living common-law (percent),v88836405,3.2.12,48.00
2005,Prince Edward Island,Bachelor's,Married or living common-law (percent),v88836405,3.2.12,44.00
2010,Prince Edward Island,Bachelor's,Married or living common-law (percent),v88836405,3.2.12,54.00
2000,Prince Edward Island,Bachelor's,With dependent children (percent),v88836406,3.2.13,20.00
2005,Prince Edward Island,Bachelor's,With dependent children (percent),v88836406,3.2.13,25.00
2010,Prince Edward Island,Bachelor's,With dependent children (percent),v88836406,3.2.13,22.00
2000,Prince Edward Island,Bachelor's,With previous postsecondary education (percent),v88836407,3.2.14,47.00
2005,Prince Edward Island,Bachelor's,With previous postsecondary education (percent),v88836407,3.2.14,43.00
2010,Prince Edward Island,Bachelor's,With previous postsecondary education (percent),v88836407,3.2.14,53.00
2000,Prince Edward Island,Master's,Number of graduates,v88836408,3.3.1,x
2005,Prince Edward Island,Master's,Number of graduates,v88836408,3.3.1,x
2010,Prince Edward Island,Master's,Number of graduates,v88836408,3.3.1,x
2000,Prince Edward Island,Master's,Average debt owed at graduation (dollars),v88836409,3.3.2,x
2005,Prince Edward Island,Master's,Average debt owed at graduation (dollars),v88836409,3.3.2,x
2010,Prince Edward Island,Master's,Average debt owed at graduation (dollars),v88836409,3.3.2,x
2000,Prince Edward Island,Master's,"Large debt at graduation ($25,000 and over) (percent)",v88836410,3.3.3,x
2005,Prince Edward Island,Master's,"Large debt at graduation ($25,000 and over) (percent)",v88836410,3.3.3,..
2010,Prince Edward Island,Master's,"Large debt at graduation ($25,000 and over) (percent)",v88836410,3.3.3,x
2000,Prince Edward Island,Master's,Average debt owed at time of interview (dollars),v88836411,3.3.4,x
2005,Prince Edward Island,Master's,Average debt owed at time of interview (dollars),v88836411,3.3.4,x
2010,Prince Edward Island,Master's,Average debt owed at time of interview (dollars),v88836411,3.3.4,x
2000,Prince Edward Island,Master's,"Large debt at time of interview ($25,000 and over) (percent)",v88836412,3.3.5,x
2005,Prince Edward Island,Master's,"Large debt at time of interview ($25,000 and over) (percent)",v88836412,3.3.5,..
2010,Prince Edward Island,Master's,"Large debt at time of interview ($25,000 and over) (percent)",v88836412,3.3.5,..
2000,Prince Edward Island,Master's,Percentage of debt paid off at time of interview,v88836413,3.3.6,F
2005,Prince Edward Island,Master's,Percentage of debt paid off at time of interview,v88836413,3.3.6,74.00
2010,Prince Edward Island,Master's,Percentage of debt paid off at time of interview,v88836413,3.3.6,72.00
2000,Prince Edward Island,Master's,Employed (interview year) (percent),v88836414,3.3.7,x
2005,Prince Edward Island,Master's,Employed (interview year) (percent),v88836414,3.3.7,x
2010,Prince Edward Island,Master's,Employed (interview year) (percent),v88836414,3.3.7,x
2000,Prince Edward Island,Master's,Without income (year prior to interview) (percent),v88836415,3.3.8,..
2005,Prince Edward Island,Master's,Without income (year prior to interview) (percent),v88836415,3.3.8,..
2010,Prince Edward Island,Master's,Without income (year prior to interview) (percent),v88836415,3.3.8,..
2000,Prince Edward Island,Master's,Average income  (year prior to interview) (dollars),v88836416,3.3.9,x
2005,Prince Edward Island,Master's,Average income  (year prior to interview) (dollars),v88836416,3.3.9,x
2010,Prince Edward Island,Master's,Average income  (year prior to interview) (dollars),v88836416,3.3.9,x
2000,Prince Edward Island,Master's,Average age at graduation (years),v88836417,3.3.10,x
2005,Prince Edward Island,Master's,Average age at graduation (years),v88836417,3.3.10,x
2010,Prince Edward Island,Master's,Average age at graduation (years),v88836417,3.3.10,x
2000,Prince Edward Island,Master's,Median age at graduation (years),v88836418,3.3.11,x
2005,Prince Edward Island,Master's,Median age at graduation (years),v88836418,3.3.11,x
2010,Prince Edward Island,Master's,Median age at graduation (years),v88836418,3.3.11,x
2000,Prince Edward Island,Master's,Married or living common-law (percent),v88836419,3.3.12,x
2005,Prince Edward Island,Master's,Married or living common-law (percent),v88836419,3.3.12,x
2010,Prince Edward Island,Master's,Married or living common-law (percent),v88836419,3.3.12,x
2000,Prince Edward Island,Master's,With dependent children (percent),v88836420,3.3.13,x
2005,Prince Edward Island,Master's,With dependent children (percent),v88836420,3.3.13,x
2010,Prince Edward Island,Master's,With dependent children (percent),v88836420,3.3.13,x
2000,Prince Edward Island,Master's,With previous postsecondary education (percent),v88836421,3.3.14,x
2005,Prince Edward Island,Master's,With previous postsecondary education (percent),v88836421,3.3.14,x
2010,Prince Edward Island,Master's,With previous postsecondary education (percent),v88836421,3.3.14,x
2000,Prince Edward Island,Doctorate,Number of graduates,v88836422,3.4.1,x
2005,Prince Edward Island,Doctorate,Number of graduates,v88836422,3.4.1,x
2010,Prince Edward Island,Doctorate,Number of graduates,v88836422,3.4.1,x
2000,Prince Edward Island,Doctorate,Average debt owed at graduation (dollars),v88836423,3.4.2,x
2005,Prince Edward Island,Doctorate,Average debt owed at graduation (dollars),v88836423,3.4.2,x
2010,Prince Edward Island,Doctorate,Average debt owed at graduation (dollars),v88836423,3.4.2,x
2000,Prince Edward Island,Doctorate,"Large debt at graduation ($25,000 and over) (percent)",v88836424,3.4.3,x
2005,Prince Edward Island,Doctorate,"Large debt at graduation ($25,000 and over) (percent)",v88836424,3.4.3,..
2010,Prince Edward Island,Doctorate,"Large debt at graduation ($25,000 and over) (percent)",v88836424,3.4.3,x
2000,Prince Edward Island,Doctorate,Average debt owed at time of interview (dollars),v88836425,3.4.4,x
2005,Prince Edward Island,Doctorate,Average debt owed at time of interview (dollars),v88836425,3.4.4,x
2010,Prince Edward Island,Doctorate,Average debt owed at time of interview (dollars),v88836425,3.4.4,x
2000,Prince Edward Island,Doctorate,"Large debt at time of interview ($25,000 and over) (percent)",v88836426,3.4.5,x
2005,Prince Edward Island,Doctorate,"Large debt at time of interview ($25,000 and over) (percent)",v88836426,3.4.5,..
2010,Prince Edward Island,Doctorate,"Large debt at time of interview ($25,000 and over) (percent)",v88836426,3.4.5,x
2000,Prince Edward Island,Doctorate,Percentage of debt paid off at time of interview,v88836427,3.4.6,44.00
2005,Prince Edward Island,Doctorate,Percentage of debt paid off at time of interview,v88836427,3.4.6,100.00
2010,Prince Edward Island,Doctorate,Percentage of debt paid off at time of interview,v88836427,3.4.6,22.00
2000,Prince Edward Island,Doctorate,Employed (interview year) (percent),v88836428,3.4.7,x
2005,Prince Edward Island,Doctorate,Employed (interview year) (percent),v88836428,3.4.7,x
2010,Prince Edward Island,Doctorate,Employed (interview year) (percent),v88836428,3.4.7,x
2000,Prince Edward Island,Doctorate,Without income (year prior to interview) (percent),v88836429,3.4.8,..
2005,Prince Edward Island,Doctorate,Without income (year prior to interview) (percent),v88836429,3.4.8,..
2010,Prince Edward Island,Doctorate,Without income (year prior to interview) (percent),v88836429,3.4.8,..
2000,Prince Edward Island,Doctorate,Average income  (year prior to interview) (dollars),v88836430,3.4.9,x
2005,Prince Edward Island,Doctorate,Average income  (year prior to interview) (dollars),v88836430,3.4.9,x
2010,Prince Edward Island,Doctorate,Average income  (year prior to interview) (dollars),v88836430,3.4.9,x
2000,Prince Edward Island,Doctorate,Average age at graduation (years),v88836431,3.4.10,x
2005,Prince Edward Island,Doctorate,Average age at graduation (years),v88836431,3.4.10,x
2010,Prince Edward Island,Doctorate,Average age at graduation (years),v88836431,3.4.10,x
2000,Prince Edward Island,Doctorate,Median age at graduation (years),v88836432,3.4.11,x
2005,Prince Edward Island,Doctorate,Median age at graduation (years),v88836432,3.4.11,x
2010,Prince Edward Island,Doctorate,Median age at graduation (years),v88836432,3.4.11,x
2000,Prince Edward Island,Doctorate,Married or living common-law (percent),v88836433,3.4.12,x
2005,Prince Edward Island,Doctorate,Married or living common-law (percent),v88836433,3.4.12,x
2010,Prince Edward Island,Doctorate,Married or living common-law (percent),v88836433,3.4.12,x
2000,Prince Edward Island,Doctorate,With dependent children (percent),v88836434,3.4.13,..
2005,Prince Edward Island,Doctorate,With dependent children (percent),v88836434,3.4.13,x
2010,Prince Edward Island,Doctorate,With dependent children (percent),v88836434,3.4.13,..
2000,Prince Edward Island,Doctorate,With previous postsecondary education (percent),v88836435,3.4.14,x
2005,Prince Edward Island,Doctorate,With previous postsecondary education (percent),v88836435,3.4.14,x
2010,Prince Edward Island,Doctorate,With previous postsecondary education (percent),v88836435,3.4.14,x
2000,Nova Scotia,College,Number of graduates,v88836436,4.1.1,1300.00
2005,Nova Scotia,College,Number of graduates,v88836436,4.1.1,1000.00
2010,Nova Scotia,College,Number of graduates,v88836436,4.1.1,1200.00
2000,Nova Scotia,College,Average debt owed at graduation (dollars),v88836437,4.1.2,11000.00
2005,Nova Scotia,College,Average debt owed at graduation (dollars),v88836437,4.1.2,12900.00
2010,Nova Scotia,College,Average debt owed at graduation (dollars),v88836437,4.1.2,14400.00
2000,Nova Scotia,College,"Large debt at graduation ($25,000 and over) (percent)",v88836438,4.1.3,6.00
2005,Nova Scotia,College,"Large debt at graduation ($25,000 and over) (percent)",v88836438,4.1.3,10.00
2010,Nova Scotia,College,"Large debt at graduation ($25,000 and over) (percent)",v88836438,4.1.3,14.00
2000,Nova Scotia,College,Average debt owed at time of interview (dollars),v88836439,4.1.4,8600.00
2005,Nova Scotia,College,Average debt owed at time of interview (dollars),v88836439,4.1.4,10300.00
2010,Nova Scotia,College,Average debt owed at time of interview (dollars),v88836439,4.1.4,9300.00
2000,Nova Scotia,College,"Large debt at time of interview ($25,000 and over) (percent)",v88836440,4.1.5,5.00
2005,Nova Scotia,College,"Large debt at time of interview ($25,000 and over) (percent)",v88836440,4.1.5,9.00
2010,Nova Scotia,College,"Large debt at time of interview ($25,000 and over) (percent)",v88836440,4.1.5,8.00
2000,Nova Scotia,College,Percentage of debt paid off at time of interview,v88836441,4.1.6,21.00
2005,Nova Scotia,College,Percentage of debt paid off at time of interview,v88836441,4.1.6,22.00
2010,Nova Scotia,College,Percentage of debt paid off at time of interview,v88836441,4.1.6,36.00
2000,Nova Scotia,College,Employed (interview year) (percent),v88836442,4.1.7,85.00
2005,Nova Scotia,College,Employed (interview year) (percent),v88836442,4.1.7,90.00
2010,Nova Scotia,College,Employed (interview year) (percent),v88836442,4.1.7,87.00
2000,Nova Scotia,College,Without income (year prior to interview) (percent),v88836443,4.1.8,..
2005,Nova Scotia,College,Without income (year prior to interview) (percent),v88836443,4.1.8,..
2010,Nova Scotia,College,Without income (year prior to interview) (percent),v88836443,4.1.8,..
2000,Nova Scotia,College,Average income  (year prior to interview) (dollars),v88836444,4.1.9,21200.00
2005,Nova Scotia,College,Average income  (year prior to interview) (dollars),v88836444,4.1.9,26400.00
2010,Nova Scotia,College,Average income  (year prior to interview) (dollars),v88836444,4.1.9,35900.00
2000,Nova Scotia,College,Average age at graduation (years),v88836445,4.1.10,26.00
2005,Nova Scotia,College,Average age at graduation (years),v88836445,4.1.10,25.00
2010,Nova Scotia,College,Average age at graduation (years),v88836445,4.1.10,26.00
2000,Nova Scotia,College,Median age at graduation (years),v88836446,4.1.11,23.00
2005,Nova Scotia,College,Median age at graduation (years),v88836446,4.1.11,23.00
2010,Nova Scotia,College,Median age at graduation (years),v88836446,4.1.11,24.00
2000,Nova Scotia,College,Married or living common-law (percent),v88836447,4.1.12,31.00
2005,Nova Scotia,College,Married or living common-law (percent),v88836447,4.1.12,34.00
2010,Nova Scotia,College,Married or living common-law (percent),v88836447,4.1.12,41.00
2000,Nova Scotia,College,With dependent children (percent),v88836448,4.1.13,30.00
2005,Nova Scotia,College,With dependent children (percent),v88836448,4.1.13,28.00
2010,Nova Scotia,College,With dependent children (percent),v88836448,4.1.13,22.00
2000,Nova Scotia,College,With previous postsecondary education (percent),v88836449,4.1.14,39.00
2005,Nova Scotia,College,With previous postsecondary education (percent),v88836449,4.1.14,51.00
2010,Nova Scotia,College,With previous postsecondary education (percent),v88836449,4.1.14,51.00
2000,Nova Scotia,Bachelor's,Number of graduates,v88836450,4.2.1,1700.00
2005,Nova Scotia,Bachelor's,Number of graduates,v88836450,4.2.1,2200.00
2010,Nova Scotia,Bachelor's,Number of graduates,v88836450,4.2.1,1800.00
2000,Nova Scotia,Bachelor's,Average debt owed at graduation (dollars),v88836451,4.2.2,24500.00
2005,Nova Scotia,Bachelor's,Average debt owed at graduation (dollars),v88836451,4.2.2,27200.00
2010,Nova Scotia,Bachelor's,Average debt owed at graduation (dollars),v88836451,4.2.2,30400.00
2000,Nova Scotia,Bachelor's,"Large debt at graduation ($25,000 and over) (percent)",v88836452,4.2.3,48.00
2005,Nova Scotia,Bachelor's,"Large debt at graduation ($25,000 and over) (percent)",v88836452,4.2.3,53.00
2010,Nova Scotia,Bachelor's,"Large debt at graduation ($25,000 and over) (percent)",v88836452,4.2.3,60.00
2000,Nova Scotia,Bachelor's,Average debt owed at time of interview (dollars),v88836453,4.2.4,18200.00
2005,Nova Scotia,Bachelor's,Average debt owed at time of interview (dollars),v88836453,4.2.4,18300.00
2010,Nova Scotia,Bachelor's,Average debt owed at time of interview (dollars),v88836453,4.2.4,18100.00
2000,Nova Scotia,Bachelor's,"Large debt at time of interview ($25,000 and over) (percent)",v88836454,4.2.5,35.00
2005,Nova Scotia,Bachelor's,"Large debt at time of interview ($25,000 and over) (percent)",v88836454,4.2.5,44.00
2010,Nova Scotia,Bachelor's,"Large debt at time of interview ($25,000 and over) (percent)",v88836454,4.2.5,44.00
2000,Nova Scotia,Bachelor's,Percentage of debt paid off at time of interview,v88836455,4.2.6,25.00
2005,Nova Scotia,Bachelor's,Percentage of debt paid off at time of interview,v88836455,4.2.6,32.00
2010,Nova Scotia,Bachelor's,Percentage of debt paid off at time of interview,v88836455,4.2.6,42.00
2000,Nova Scotia,Bachelor's,Employed (interview year) (percent),v88836456,4.2.7,91.00
2005,Nova Scotia,Bachelor's,Employed (interview year) (percent),v88836456,4.2.7,91.00
2010,Nova Scotia,Bachelor's,Employed (interview year) (percent),v88836456,4.2.7,89.00
2000,Nova Scotia,Bachelor's,Without income (year prior to interview) (percent),v88836457,4.2.8,x
2005,Nova Scotia,Bachelor's,Without income (year prior to interview) (percent),v88836457,4.2.8,x
2010,Nova Scotia,Bachelor's,Without income (year prior to interview) (percent),v88836457,4.2.8,x
2000,Nova Scotia,Bachelor's,Average income  (year prior to interview) (dollars),v88836458,4.2.9,34400.00
2005,Nova Scotia,Bachelor's,Average income  (year prior to interview) (dollars),v88836458,4.2.9,37300.00
2010,Nova Scotia,Bachelor's,Average income  (year prior to interview) (dollars),v88836458,4.2.9,50400.00
2000,Nova Scotia,Bachelor's,Average age at graduation (years),v88836459,4.2.10,25.00
2005,Nova Scotia,Bachelor's,Average age at graduation (years),v88836459,4.2.10,25.00
2010,Nova Scotia,Bachelor's,Average age at graduation (years),v88836459,4.2.10,25.00
2000,Nova Scotia,Bachelor's,Median age at graduation (years),v88836460,4.2.11,24.00
2005,Nova Scotia,Bachelor's,Median age at graduation (years),v88836460,4.2.11,24.00
2010,Nova Scotia,Bachelor's,Median age at graduation (years),v88836460,4.2.11,24.00
2000,Nova Scotia,Bachelor's,Married or living common-law (percent),v88836461,4.2.12,31.00
2005,Nova Scotia,Bachelor's,Married or living common-law (percent),v88836461,4.2.12,34.00
2010,Nova Scotia,Bachelor's,Married or living common-law (percent),v88836461,4.2.12,47.00
2000,Nova Scotia,Bachelor's,With dependent children (percent),v88836462,4.2.13,12.00
2005,Nova Scotia,Bachelor's,With dependent children (percent),v88836462,4.2.13,14.00
2010,Nova Scotia,Bachelor's,With dependent children (percent),v88836462,4.2.13,20.00
2000,Nova Scotia,Bachelor's,With previous postsecondary education (percent),v88836463,4.2.14,52.00
2005,Nova Scotia,Bachelor's,With previous postsecondary education (percent),v88836463,4.2.14,50.00
2010,Nova Scotia,Bachelor's,With previous postsecondary education (percent),v88836463,4.2.14,45.00
2000,Nova Scotia,Master's,Number of graduates,v88836464,4.3.1,300.00
2005,Nova Scotia,Master's,Number of graduates,v88836464,4.3.1,400.00
2010,Nova Scotia,Master's,Number of graduates,v88836464,4.3.1,500.00
2000,Nova Scotia,Master's,Average debt owed at graduation (dollars),v88836465,4.3.2,20600.00
2005,Nova Scotia,Master's,Average debt owed at graduation (dollars),v88836465,4.3.2,26100.00
2010,Nova Scotia,Master's,Average debt owed at graduation (dollars),v88836465,4.3.2,30000.00
2000,Nova Scotia,Master's,"Large debt at graduation ($25,000 and over) (percent)",v88836466,4.3.3,35.00
2005,Nova Scotia,Master's,"Large debt at graduation ($25,000 and over) (percent)",v88836466,4.3.3,45.00
2010,Nova Scotia,Master's,"Large debt at graduation ($25,000 and over) (percent)",v88836466,4.3.3,53.00
2000,Nova Scotia,Master's,Average debt owed at time of interview (dollars),v88836467,4.3.4,13700.00
2005,Nova Scotia,Master's,Average debt owed at time of interview (dollars),v88836467,4.3.4,17400.00
2010,Nova Scotia,Master's,Average debt owed at time of interview (dollars),v88836467,4.3.4,13800.00
2000,Nova Scotia,Master's,"Large debt at time of interview ($25,000 and over) (percent)",v88836468,4.3.5,29.00
2005,Nova Scotia,Master's,"Large debt at time of interview ($25,000 and over) (percent)",v88836468,4.3.5,35.00
2010,Nova Scotia,Master's,"Large debt at time of interview ($25,000 and over) (percent)",v88836468,4.3.5,36.00
2000,Nova Scotia,Master's,Percentage of debt paid off at time of interview,v88836469,4.3.6,34.00
2005,Nova Scotia,Master's,Percentage of debt paid off at time of interview,v88836469,4.3.6,33.00
2010,Nova Scotia,Master's,Percentage of debt paid off at time of interview,v88836469,4.3.6,54.00
2000,Nova Scotia,Master's,Employed (interview year) (percent),v88836470,4.3.7,93.00
2005,Nova Scotia,Master's,Employed (interview year) (percent),v88836470,4.3.7,95.00
2010,Nova Scotia,Master's,Employed (interview year) (percent),v88836470,4.3.7,95.00
2000,Nova Scotia,Master's,Without income (year prior to interview) (percent),v88836471,4.3.8,x
2005,Nova Scotia,Master's,Without income (year prior to interview) (percent),v88836471,4.3.8,x
2010,Nova Scotia,Master's,Without income (year prior to interview) (percent),v88836471,4.3.8,x
2000,Nova Scotia,Master's,Average income  (year prior to interview) (dollars),v88836472,4.3.9,38300.00
2005,Nova Scotia,Master's,Average income  (year prior to interview) (dollars),v88836472,4.3.9,50500.00
2010,Nova Scotia,Master's,Average income  (year prior to interview) (dollars),v88836472,4.3.9,61800.00
2000,Nova Scotia,Master's,Average age at graduation (years),v88836473,4.3.10,29.00
2005,Nova Scotia,Master's,Average age at graduation (years),v88836473,4.3.10,30.00
2010,Nova Scotia,Master's,Average age at graduation (years),v88836473,4.3.10,30.00
2000,Nova Scotia,Master's,Median age at graduation (years),v88836474,4.3.11,27.00
2005,Nova Scotia,Master's,Median age at graduation (years),v88836474,4.3.11,29.00
